-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209,165,64,65,64,165,64,65,64,165,66,65,-1
-1,-1,209,429,165,429,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612802,98,-1073741758,-1073741759,-1073741758,-1073741759,-1073741760,98,98,98,98,-1610612526,-1
-1,-1,241,98,98,98,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612802,-1610612672,-1,-1,-1,-1,-1,1610612946,1610612931,1610612963,1610612995,-1610612526,-1
-1,-1,241,98,98,98,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612802,-1610612671,-1,-1,-1,-1,-1,1610612946,1610612930,1610612962,1610612994,-1610612526,-1
-1,-1,241,98,98,98,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612802,-1610612670,-1,-1,-1,-1,-1,1610612946,1610612929,1610612961,1610612993,-1610612526,-1
-1,-1,-1,241,98,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612802,-1610612670,-1,-1,-1,-1,-1,1610612946,1610612928,1610612960,1610612992,-1610612526,-1
-1,-1,-1,241,98,243,-1,-1,-1,-1,-1,-1,209,67,64,65,66,98,-1610612670,-1,-1,-1,-1,-1,-1073741581,98,242,98,-1073741583,-1
-1,-1,-1,241,98,243,-1,-1,-1,-1,-1,-1,1610612802,-1073741565,-1073741566,-1073741567,-1073741568,98,-1610612670,-1,-1,-1,-1,-1,-1073741613,-1073741759,-1073741614,-1073741759,-1073741615,-1
-1,-1,-1,1610612802,98,-1610612672,-1,-1,-1,-1,-1,-1,1610612801,-1073741597,-1073741598,-1073741599,-1073741600,98,-1610612670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1610612801,98,-1610612671,-1,-1,-1,-1,-1,-1,1610612800,-1073741629,-1073741630,-1073741631,-1073741632,98,-1610612672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1610612800,98,98,64,65,66,64,65,66,98,98,98,98,98,98,-1610612671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1610612945,-1073741759,-1073741760,-1073741758,-1073741758,-1073741759,-1073741758,-1073741759,-1073741760,98,98,98,192,193,194,195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,98,98,224,225,226,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,98,98,256,257,258,259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
